customer_key,customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,source_avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,source_lifetime_orders,preferred_category
922,922,Seth,Barnett,seth358@yahoo.com,-10725,,Low_Value,Direct,55+,Premium,48.42,0.7,False,True,False,,0.0,Sports
923,923,Barbara,Burke,barbara97@hotmail.com,-6435,,New_Customer,Push,36-45,Premium,80.25,0.77,True,True,False,,39.0,Books
924,924,Jacqueline,Mullen,jacquelinemullen@yahoo.com,-9155,,High_Value,Email,46-55,Medium,226.43,0.32,False,False,True,,17.0,Books
925,925,Hannah,Dawson,hannah.dawson@outlook.com,-2790,,High_Value,Push,26-35,High,422.5,0.27,True,False,True,,46.0,Clothing
926,926,Lisa,Lewis,lisa.lewis@yahoo.com,-9404,,High_Value,Social,46-55,Low,443.2,0.32,True,False,False,,35.0,Electronics
927,927,Gary,Chase,garychase@gmail.com,-9941,,High_Value,SMS,18-25,Premium,466.51,0.38,True,True,True,,48.0,Electronics
928,928,Raymond,Griffin,raymond959@yahoo.com,-5952,,Low_Value,Push,26-35,Low,34.31,0.74,False,False,False,,29.0,Beauty
929,929,Melissa,Norton,melissa247@hotmail.com,-6853,,Low_Value,Email,Unknown,High,66.66,0.84,True,True,False,,6.0,Books
930,930,Jason,Johnson,jason.johnson@hotmail.com,-2092,,New_Customer,Email,18-25,Premium,59.99,0.75,True,True,False,,34.0,Sports
931,931,Ricky,Hill,rickyhill@hotmail.com,-5924,,Medium_Value,SMS,36-45,Medium,150.59,0.58,True,False,False,,44.0,Clothing
932,932,Christopher,Torres,christophertorres@outlook.com,-5461,,Low_Value,Push,46-55,Low,41.81,0.62,True,False,False,,43.0,Home
933,933,Francisco,Ball,francisco.ball@yahoo.com,-4177,,High_Value,Email,36-45,Low,471.29,0.24,False,False,False,,16.0,Clothing
934,934,Joshua,Cain,joshua.cain@gmail.com,-4219,,Medium_Value,SMS,46-55,Medium,100.39,0.64,False,True,False,,24.0,Home
935,935,Levi,Bennett,levi.bennett@gmail.com,-7053,,New_Customer,Push,18-25,Medium,65.85,0.67,True,False,True,,4.0,Sports
936,936,Joshua,Harrison,joshua.harrison@gmail.com,-5557,,Medium_Value,Direct,46-55,Premium,144.27,0.48,True,True,True,,38.0,Books
937,937,Olivia,Salazar,oliviasalazar@gmail.com,-4882,,Low_Value,Email,36-45,High,53.3,0.64,False,True,False,,49.0,Electronics
938,938,Anthony,Hart,anthony.hart@hotmail.com,-2547,,New_Customer,Direct,18-25,Medium,149.84,0.59,True,True,True,,47.0,Home
939,939,Melinda,Mcdaniel,melinda.mcdaniel@yahoo.com,-9297,,Medium_Value,Push,55+,Low,147.45,0.66,True,True,False,,0.0,Sports
940,940,Pamela,Davenport,pamela584@yahoo.com,-3418,,New_Customer,Email,Unknown,Medium,79.0,0.76,True,True,True,,22.0,Home
941,941,Paul,Kirby,paul.kirby@yahoo.com,-7976,,Low_Value,Direct,36-45,High,72.84,0.68,True,False,True,,16.0,Electronics
942,942,Sean,Allen,sean.allen@yahoo.com,-9932,,Medium_Value,Email,36-45,Low,92.43,0.42,False,True,False,,4.0,Clothing
943,943,Angela,Riggs,angela.riggs@hotmail.com,-8447,,High_Value,SMS,46-55,Unknown,309.92,0.21,True,False,False,,23.0,Beauty
944,944,Amy,Mckay,amy814@gmail.com,-8635,,Low_Value,SMS,18-25,Premium,58.31,0.82,False,True,True,,23.0,Clothing
945,945,Lindsay,Hardy,lindsay153@outlook.com,-4769,,Medium_Value,Direct,18-25,Unknown,169.42,0.59,False,True,True,,49.0,Sports
946,946,Walter,Simmons,waltersimmons@outlook.com,-7385,,Medium_Value,SMS,18-25,Unknown,168.92,0.42,False,False,True,,12.0,Home
947,947,Mary,Wilson,mary996@yahoo.com,-5668,,Medium_Value,Direct,46-55,Premium,139.72,0.51,False,False,False,,17.0,Home
948,948,Joseph,Davis,joseph630@outlook.com,-3512,,New_Customer,SMS,36-45,Low,64.3,0.51,True,True,True,,10.0,Clothing
949,949,Brian,Walter,brian241@hotmail.com,-3544,,Medium_Value,Push,18-25,Medium,109.13,0.4,True,True,True,,33.0,Books
950,950,Aaron,Lewis,aaron.lewis@yahoo.com,-6582,,New_Customer,Push,36-45,Premium,110.52,0.54,True,True,True,,40.0,Clothing
951,951,Jacqueline,Ochoa,jacqueline376@hotmail.com,-4776,,Medium_Value,Direct,26-35,Premium,178.42,0.57,False,True,False,,38.0,Home
952,952,Ricky,Turner,ricky509@hotmail.com,-3072,,Low_Value,Email,55+,Low,86.76,0.6,False,False,True,,25.0,Home
953,953,Austin,Snyder,austin.snyder@hotmail.com,-3303,,Low_Value,Social,36-45,Premium,79.98,0.85,True,True,False,,18.0,Books
954,954,Tyler,Johnson,tyler279@hotmail.com,-6957,,Medium_Value,Direct,Unknown,Premium,131.92,0.6,True,True,True,,8.0,Books
955,955,Amber,Sandoval,ambersandoval@hotmail.com,-7153,,New_Customer,Email,Unknown,Low,137.85,0.68,True,True,True,,18.0,Beauty
956,956,Mark,Hammond,mark.hammond@gmail.com,-4677,,Medium_Value,Push,36-45,High,157.46,0.55,True,False,False,,21.0,Books
957,957,Cameron,Sanchez,cameronsanchez@yahoo.com,-10857,,Low_Value,SMS,46-55,Low,45.78,0.62,False,True,False,,46.0,Electronics
958,958,Crystal,White,crystalwhite@hotmail.com,-2824,,New_Customer,Direct,18-25,Premium,47.02,0.52,False,True,True,,7.0,Electronics
959,959,Amanda,Bennett,amandabennett@yahoo.com,-8662,,New_Customer,Push,36-45,Medium,49.82,0.61,False,True,True,,40.0,Beauty
960,960,Tamara,Wallace,tamara364@outlook.com,-8265,,New_Customer,Push,55+,Unknown,63.04,0.8,False,True,True,,0.0,Clothing
961,961,Jennifer,Chambers,jennifer.chambers@yahoo.com,-10506,,High_Value,Push,18-25,High,155.22,0.32,True,False,True,,33.0,Beauty
962,962,Kimberly,Gibson,kimberly.gibson@gmail.com,-3680,,Low_Value,SMS,18-25,Premium,33.2,0.78,False,False,False,,20.0,Electronics
963,963,Jamie,Rowe,jamie.rowe@yahoo.com,-2240,,High_Value,Email,26-35,Premium,312.3,0.31,True,False,False,,21.0,Sports
964,964,Andrew,Brown,andrew.brown@gmail.com,-9920,,Low_Value,Push,36-45,Premium,96.54,0.62,True,False,False,,47.0,Electronics
965,965,April,Waters,april.waters@yahoo.com,-3311,,High_Value,SMS,26-35,Medium,291.65,0.22,False,False,True,,23.0,Books
966,966,Michele,Zavala,michele943@hotmail.com,-5125,,New_Customer,Push,Unknown,Medium,120.71,0.64,True,False,False,,24.0,Clothing
967,967,Zachary,Frazier,zacharyfrazier@gmail.com,-6784,,Low_Value,SMS,46-55,Premium,72.64,0.87,False,True,True,,5.0,Sports
968,968,Kelsey,Moore,kelsey.moore@hotmail.com,-7958,,Medium_Value,Email,36-45,High,106.26,0.47,False,False,True,,17.0,Sports
969,969,Amanda,Burgess,amanda173@gmail.com,-9945,,High_Value,Push,Unknown,High,160.1,0.4,False,False,False,,46.0,Clothing
970,970,Alexis,King,alexisking@outlook.com,-4911,,Low_Value,SMS,26-35,Premium,41.99,0.81,True,False,True,,47.0,Electronics
971,971,Annette,Smith,annettesmith@outlook.com,-3660,,Medium_Value,SMS,55+,Medium,82.85,0.42,False,True,False,,41.0,Sports
972,972,Donna,Henry,donna988@outlook.com,-10247,,Medium_Value,Social,55+,Medium,112.6,0.65,True,False,False,,39.0,Beauty
973,973,Marie,Floyd,marie341@outlook.com,-7467,,New_Customer,Push,46-55,High,68.29,0.76,True,False,True,,30.0,Electronics
974,974,Ruben,Gould,ruben.gould@yahoo.com,-5651,,New_Customer,SMS,26-35,High,102.63,0.55,False,True,False,,45.0,Books
975,975,Bonnie,Anderson,bonnieanderson@gmail.com,-10572,,Low_Value,Push,26-35,Medium,44.45,0.68,False,True,False,,29.0,Electronics
976,976,Thomas,Morales,thomas.morales@yahoo.com,-7811,,New_Customer,Email,18-25,Medium,40.57,0.78,False,False,True,,39.0,Clothing
977,977,Randall,Cooper,randall708@yahoo.com,-10645,,Low_Value,Push,55+,Premium,85.76,0.79,True,True,False,,16.0,Electronics
978,978,Cynthia,Love,cynthia126@hotmail.com,-2014,,Low_Value,Direct,18-25,Medium,86.78,0.85,False,True,True,,7.0,Electronics
979,979,Shane,Garcia,shanegarcia@hotmail.com,-7844,,New_Customer,Email,36-45,Premium,96.56,0.68,True,True,True,,26.0,Electronics
980,980,Amber,Mccall,amber.mccall@gmail.com,-4642,,New_Customer,Push,18-25,Premium,61.98,0.67,True,True,False,,30.0,Sports
981,981,Cathy,Parker,cathy.parker@gmail.com,-4107,,Medium_Value,SMS,55+,Low,138.4,0.4,True,True,False,,26.0,Clothing
982,982,Virginia,Coleman,virginia.coleman@hotmail.com,-4730,,Medium_Value,Direct,26-35,High,183.09,0.5,True,True,False,,2.0,Clothing
983,983,Kyle,Dean,kyle.dean@gmail.com,-7280,,High_Value,Direct,55+,High,351.26,0.24,False,True,True,,30.0,Beauty
984,984,Amber,Rodgers,amber.rodgers@outlook.com,-5347,,New_Customer,Social,36-45,High,93.64,0.66,True,False,True,,21.0,Sports
985,985,Omar,Stein,omarstein@outlook.com,-7054,,Low_Value,Social,46-55,Premium,27.16,0.83,False,False,True,,15.0,Electronics
986,986,Tiffany,Roy,tiffanyroy@gmail.com,-2878,,Medium_Value,SMS,18-25,Low,161.75,0.46,False,True,False,,38.0,Electronics
987,987,Christopher,Bennett,christopherbennett@gmail.com,-5729,,High_Value,Email,55+,Medium,253.13,0.35,False,True,False,,33.0,Books
988,988,Tracy,Nixon,tracynixon@outlook.com,-3349,,Medium_Value,Push,46-55,High,164.6,0.64,False,False,True,,42.0,Sports
989,989,Steven,Chambers,steven380@gmail.com,-5860,,New_Customer,Email,26-35,Premium,44.72,0.54,True,True,True,,21.0,Home
990,990,Sara,Herrera,sara.herrera@gmail.com,-5655,,High_Value,Push,55+,High,289.67,0.32,False,False,False,,2.0,Home
991,991,Jessica,Torres,jessicatorres@hotmail.com,-6673,,New_Customer,Direct,36-45,Low,119.6,0.72,True,True,True,,14.0,Electronics
992,992,Michael,Wilson,michael.wilson@yahoo.com,-6382,,New_Customer,Social,18-25,Medium,123.49,0.6,False,True,False,,14.0,Home
993,993,Alicia,Cook,alicia.cook@hotmail.com,-4427,,Medium_Value,Social,36-45,High,119.08,0.47,False,True,False,,5.0,Home
994,994,Crystal,Gomez,crystal.gomez@outlook.com,-9647,,High_Value,Social,46-55,Medium,361.33,0.3,False,True,True,,35.0,Beauty
995,995,Jamie,Jones,jamiejones@hotmail.com,-2422,,Medium_Value,Push,55+,Premium,85.99,0.46,False,False,False,,50.0,Beauty
996,996,Ryan,Miller,ryanmillergmail.com,-4452,,Medium_Value,Social,26-35,Low,184.76,0.58,True,False,False,,39.0,Books
997,997,Gary,Bryant,gary253@hotmail.com,-5984,,New_Customer,SMS,36-45,High,139.16,0.61,True,True,False,,44.0,Books
998,998,Steve,Hurley,stevehurley@hotmail.com,-7329,,New_Customer,Social,46-55,High,95.31,0.64,False,False,False,,34.0,Clothing
999,999,Elizabeth,Warren,elizabethwarren@hotmail.com,-4046,,High_Value,SMS,36-45,Low,438.96,0.33,True,True,False,,43.0,Books
1000,1000,Melissa,Marks,melissa46@outlook.com,-8558,,High_Value,SMS,26-35,High,214.28,0.22,True,False,True,,24.0,Beauty
1001,1001,Alexandria,Farrell,alexandria353@hotmail.com,-3679,,New_Customer,SMS,18-25,Premium,143.99,0.59,False,False,True,,9.0,Clothing
1002,1002,Angela,Villanueva,angelavillanueva@yahoo.com,-7217,,Low_Value,Social,18-25,Unknown,90.87,0.72,True,True,True,,0.0,Books
1003,1003,Kelly,Ford,kellyford@outlook.com,-9908,,New_Customer,Social,26-35,Medium,90.15,0.65,True,True,True,,15.0,Beauty
1004,1004,Mary,Roberts,maryroberts@yahoo.com,-2683,,Medium_Value,Direct,26-35,Medium,116.94,0.65,True,False,True,,26.0,Clothing
1005,1005,Ronnie,Little,ronnie.little@gmail.com,-10226,,High_Value,Social,26-35,Medium,489.04,0.24,False,True,False,,3.0,Beauty
1006,1006,Parker,Hawkins,parker.hawkins@hotmail.com,-4713,,Medium_Value,Email,26-35,Low,112.83,0.44,False,True,True,,34.0,Clothing
1007,1007,Hunter,Benton,hunter.benton@yahoo.com,-6244,,Medium_Value,SMS,46-55,Low,117.45,0.7,False,False,False,,27.0,Electronics
1008,1008,Brent,White,brent125@hotmail.com,-11150,,High_Value,Social,Unknown,Low,252.38,0.27,True,True,False,,36.0,Beauty
1009,1009,Jesse,Richard,jesserichard@hotmail.com,-7888,,Low_Value,Push,55+,Medium,27.73,0.72,False,True,False,,8.0,Home
1010,1010,Richard,Sampson,richardsampson@yahoo.com,-10413,,Low_Value,Social,36-45,High,83.19,0.76,False,True,False,,42.0,Electronics
1011,1011,Brenda,Young,brendayoung@outlook.com,-3919,,Medium_Value,Direct,26-35,Premium,171.4,0.67,True,True,False,,50.0,Sports
1012,1012,Brandon,Li,brandon.li@hotmail.com,-3362,,High_Value,Social,36-45,Premium,306.7,0.34,False,False,False,,6.0,Sports
1013,1013,Jessica,Lawrence,jessica.lawrence@hotmail.com,-5950,,High_Value,Email,26-35,Premium,235.22,0.38,False,False,False,,3.0,Sports
1014,1014,Clayton,Dennis,clayton.dennis@yahoo.com,-5907,,New_Customer,Direct,18-25,Low,63.69,0.69,False,True,True,,50.0,Books
1015,1015,Chelsey,Davis,chelsey651@yahoo.com,-7927,,New_Customer,SMS,46-55,Medium,135.01,0.63,True,True,False,,27.0,Sports
1016,1016,Rachel,Marks,rachel874@hotmail.com,-8734,,High_Value,Social,26-35,High,228.19,0.27,False,True,True,,1.0,Books
1017,1017,Kimberly,Clark,kimberlyclark@gmail.com,-8536,,High_Value,Push,55+,Medium,344.54,0.23,True,False,False,,4.0,Books
1018,1018,Kelsey,Sanchez,kelsey.sanchez@gmail.com,-8885,,Medium_Value,Direct,36-45,Premium,129.78,0.51,True,True,False,,45.0,Beauty
1019,1019,John,Tucker,john.tucker@hotmail.com,-3221,,High_Value,Email,26-35,Premium,391.87,0.35,True,True,True,,10.0,Electronics
1020,1020,Madison,Brewer,madison.brewer@hotmail.com,-7408,,Low_Value,SMS,18-25,Medium,58.07,0.71,True,False,True,,36.0,Home
1021,1021,Kyle,Horne,kylehorne@outlook.com,-8216,,New_Customer,SMS,36-45,Premium,107.97,0.76,True,False,True,,9.0,Electronics
1022,1022,Jason,Cook,jason253@yahoo.com,-9545,,Medium_Value,SMS,55+,Medium,106.71,0.44,False,False,True,,42.0,Beauty
1023,1023,Matthew,Blake,matthew129@gmail.com,-2663,,New_Customer,Push,18-25,Medium,84.51,0.79,True,True,False,,39.0,Home
1024,1024,Sheryl,Brooks,sheryl351@outlook.com,-8196,,New_Customer,Push,36-45,Medium,111.72,0.75,True,True,False,,45.0,Sports
1025,1025,Jonathan,Fernandez,jonathan.fernandez@outlook.com,-5563,,Medium_Value,Push,18-25,Low,96.28,0.49,False,True,False,,39.0,Clothing
1026,1026,Emma,Spencer,emma479@outlook.com,-4610,,High_Value,Email,55+,Medium,439.24,0.36,False,True,True,,36.0,Home
1027,1027,Amanda,Wood,amanda.wood@hotmail.com,-8516,,Low_Value,Social,36-45,High,61.9,0.73,True,False,False,,41.0,Beauty
1028,1028,Catherine,Jones,catherine913@hotmail.com,-8659,,Medium_Value,Email,46-55,Premium,95.74,0.55,False,False,True,,16.0,Sports
1029,1029,Mary,Chan,marychan@gmail.com,-6193,,Medium_Value,Direct,36-45,Premium,81.37,0.48,False,False,False,,40.0,Sports
1030,1030,Timothy,Carr,timothy.carr@gmail.com,-2130,,New_Customer,Direct,36-45,High,45.26,0.7,False,False,False,,43.0,Books
1031,1031,Stacey,Francis,staceyfrancis@yahoo.com,-3445,,Medium_Value,Direct,26-35,Premium,98.81,0.41,True,True,True,,47.0,Beauty
1032,1032,Debra,Long,debra819@yahoo.com,-2427,,High_Value,Social,55+,Low,369.84,0.26,True,False,True,,41.0,Books
1033,1033,Lauren,Sampson,lauren.sampson@hotmail.com,-4078,,Medium_Value,SMS,18-25,Unknown,103.65,0.49,False,True,True,,2.0,Books
1034,1034,Seth,Jones,seth998@yahoo.com,-6111,,Medium_Value,Email,18-25,Medium,121.57,0.45,False,False,False,,34.0,Clothing
1035,1035,Guy,Baker,guy963@yahoo.com,-9173,,Medium_Value,Push,36-45,Premium,174.44,0.54,True,True,True,,8.0,Home
1036,1036,Linda,Davis,lindadavis@outlook.com,-10274,,High_Value,Email,18-25,Low,459.26,0.35,False,True,True,,39.0,Electronics
1037,1037,David,Morgan,david.morgan@yahoo.com,-9504,,Low_Value,Social,26-35,High,76.26,0.68,True,False,True,,15.0,Electronics
1038,1038,Desiree,Dawson,desiree.dawson@hotmail.com,-7018,,Low_Value,SMS,26-35,High,41.95,0.61,False,False,True,,21.0,Sports
1039,1039,Dana,Carrillo,dana539@gmail.com,-10380,,High_Value,SMS,55+,Low,285.14,0.29,True,True,False,,26.0,Beauty
1040,1040,Jordan,Bean,jordan871@yahoo.com,-6760,,Medium_Value,Social,36-45,Low,198.32,0.41,True,True,True,,3.0,Beauty
1041,1041,Lauren,Johnson,laurenjohnson@outlook.com,-6917,,New_Customer,Direct,55+,High,30.88,0.68,True,False,False,,7.0,Clothing
1042,1042,Victor,Bullock,victor251@gmail.com,-8329,,Medium_Value,Push,26-35,High,165.13,0.64,True,False,False,,38.0,Books
1043,1043,Gail,Davis,gail.davis@outlook.com,-5882,,Low_Value,Direct,55+,Low,75.7,0.65,False,True,True,,18.0,Electronics
1044,1044,Steven,Leon,steven166@gmail.com,-9760,,High_Value,Email,26-35,Medium,174.29,0.29,False,False,True,,18.0,Clothing
1045,1045,David,Savage,davidsavage@outlook.com,-7143,,New_Customer,Email,26-35,Low,127.64,0.57,False,False,False,,43.0,Sports
1046,1046,Steven,Nguyen,stevennguyen@gmail.com,-9692,,Medium_Value,Email,18-25,Medium,167.03,0.66,False,True,True,,23.0,Sports
1047,1047,Jillian,Guzman,jillian.guzman@gmail.com,-6978,,Low_Value,SMS,36-45,High,77.58,0.78,True,True,False,,1.0,Sports
1048,1048,Jodi,Smith,jodi.smith@gmail.com,-10708,,New_Customer,SMS,36-45,Unknown,116.12,0.73,True,True,False,,42.0,Sports
1049,1049,Kimberly,Hernandez,kimberly.hernandez@yahoo.com,-6095,,Low_Value,Direct,26-35,Medium,54.66,0.71,True,False,True,,29.0,Books
1050,1050,Brian,Robertson,brianrobertson@outlook.com,-10932,,High_Value,SMS,55+,Medium,359.32,0.38,False,True,False,,8.0,Books
1051,1051,Kenneth,Johnson,kenneth623@yahoo.com,-9228,,New_Customer,Social,Unknown,High,63.05,0.79,True,True,False,,9.0,Clothing
1052,1052,Amanda,Martinez,amandamartinez@outlook.com,-10335,,High_Value,Email,46-55,High,195.9,0.33,False,True,True,,48.0,Books
1053,1053,Steven,Allen,steven736@hotmail.com,-3201,,Low_Value,SMS,36-45,Medium,94.07,0.81,True,True,False,,29.0,Home
1054,1054,Cheryl,Pena,cheryl.pena@outlook.com,-2586,,Medium_Value,Direct,Unknown,High,125.72,0.43,True,True,False,,16.0,Electronics
1055,1055,Beverly,Gutierrez,beverly.gutierrez@hotmail.com,-8676,,Medium_Value,Email,26-35,Unknown,199.51,0.48,True,False,False,,23.0,Sports
1056,1056,Virginia,Allen,virginia.allen@gmail.com,-3363,,Medium_Value,SMS,18-25,Medium,162.77,0.49,False,False,False,,50.0,Sports
1057,1057,John,Stevens,john.stevens@hotmail.com,-5958,,New_Customer,Direct,26-35,Premium,54.45,0.76,True,False,False,,11.0,Books
1058,1058,Jeremy,Thomas,jeremy.thomas@yahoo.com,-9435,,High_Value,SMS,46-55,Medium,248.84,0.4,True,True,True,,0.0,Clothing
1059,1059,David,Mitchell,david.mitchell@gmail.com,-4688,,Low_Value,Push,26-35,Medium,25.17,0.72,True,True,False,,50.0,Beauty
1060,1060,Victoria,Ruiz,victoria.ruizoutlook.com,-3965,,High_Value,Push,36-45,High,172.2,0.23,True,False,False,,35.0,Electronics
1061,1061,Cathy,Yates,cathy113@outlook.com,-4885,,New_Customer,SMS,36-45,Premium,80.91,0.55,True,False,True,,4.0,Clothing
1062,1062,Kelsey,Mcdonald,kelsey232@outlook.com,-6165,,Medium_Value,Email,26-35,Low,174.9,0.52,True,True,True,,42.0,Electronics
1063,1063,Anne,Barber,anne811@gmail.com,-8272,,New_Customer,SMS,18-25,Medium,69.1,0.69,True,False,False,,35.0,Clothing
1064,1064,Jeremy,Martinez,jeremy.martinez@hotmail.com,-8711,,New_Customer,SMS,46-55,Unknown,106.58,0.56,True,True,True,,26.0,Clothing
1065,1065,Jennifer,Reeves,jenniferreeves@outlook.com,-5955,,New_Customer,Push,55+,Low,75.5,0.77,False,False,True,,35.0,Sports
1066,1066,Dylan,Clark,dylan.clark@outlook.com,-5463,,High_Value,SMS,26-35,Premium,211.36,0.26,True,True,False,,5.0,Sports
1067,1067,Ashley,Ward,ashleyward@hotmail.com,-3063,,New_Customer,Direct,26-35,Premium,82.29,0.67,True,False,True,,22.0,Clothing
1068,1068,Gary,Bryant,gary.bryant@gmail.com,-9394,,High_Value,Email,18-25,Unknown,205.22,0.25,True,False,False,,50.0,Clothing
1069,1069,Allen,Russo,allenrusso@yahoo.com,-9243,,New_Customer,Email,26-35,High,122.54,0.79,True,False,True,,43.0,Beauty
1070,1070,Felicia,Anderson,felicia.anderson@outlook.com,-3985,,New_Customer,SMS,18-25,Low,102.04,0.66,False,True,False,,2.0,Books
1071,1071,Grant,Reeves,grantreeves@outlook.com,-4603,,Medium_Value,Direct,26-35,Medium,94.32,0.57,False,True,False,,1.0,Beauty
1072,1072,Lisa,Shaw,lisashaw@outlook.com,-3432,,Low_Value,Direct,46-55,Premium,34.27,0.84,True,False,False,,29.0,Sports
1073,1073,Anthony,Flores,anthony925@gmail.com,-3242,,High_Value,Email,26-35,Low,338.1,0.26,True,True,True,,6.0,Clothing
1074,1074,Joshua,Miller,joshua.miller@yahoo.com,-7597,,New_Customer,Push,36-45,High,48.52,0.66,False,True,False,,9.0,Books
1075,1075,Jasmine,Casey,jasmine.casey@hotmail.com,-9483,,Medium_Value,Direct,36-45,High,138.05,0.42,True,True,False,,9.0,Books
1076,1076,Janet,Walton,janet82@yahoo.com,-7997,,High_Value,Email,18-25,Low,429.78,0.31,False,False,True,,39.0,Beauty
1077,1077,Sarah,Hale,sarah146@yahoo.com,-5153,,High_Value,Direct,36-45,Medium,215.14,0.39,False,True,True,,27.0,Books
1078,1078,Michael,Duncan,michael.duncan@gmail.com,-10180,,High_Value,Direct,36-45,Premium,422.19,0.33,False,True,False,,25.0,Clothing
1079,1079,Mary,Curry,mary272@yahoo.com,-9188,,Low_Value,Social,26-35,Unknown,80.67,0.87,True,True,True,,43.0,Sports
1080,1080,Eric,Carter,eric.carter@gmail.com,-9183,,Medium_Value,SMS,18-25,High,104.94,0.62,True,True,False,,24.0,Clothing
1081,1081,Nicole,Alexander,nicole.alexander@gmail.com,-4188,,Low_Value,Direct,26-35,Low,72.69,0.74,False,True,True,,25.0,Electronics
1082,1082,Kayla,Bray,kayla34@hotmail.com,-5640,,Medium_Value,SMS,36-45,High,80.25,0.54,False,True,True,,37.0,Home
1083,1083,David,Johnson,david672@outlook.com,-6322,,Low_Value,Push,36-45,Low,42.16,0.84,False,False,True,,3.0,Books
1084,1084,Dorothy,Long,dorothylong@yahoo.com,-4520,,Medium_Value,Email,46-55,Premium,153.76,0.65,True,False,True,,18.0,Sports
1085,1085,Dean,Robles,deanrobles@yahoo.com,-10491,,Medium_Value,SMS,26-35,Premium,156.1,0.44,True,True,True,,31.0,Sports
1086,1086,Aaron,Keith,aaron512@outlook.com,-5686,,Low_Value,Email,26-35,Premium,59.3,0.85,True,False,True,,11.0,Home
1087,1087,Ronald,Clayton,ronaldclayton@yahoo.com,-7115,,New_Customer,Direct,46-55,Medium,76.17,0.54,True,True,True,,7.0,Beauty
1088,1088,Julia,Garcia,juliagarcia@outlook.com,-4486,,Medium_Value,Email,18-25,Medium,123.52,0.64,False,False,True,,24.0,Beauty
1089,1089,Scott,Allen,scottallen@hotmail.com,-7825,,Medium_Value,SMS,46-55,Premium,162.88,0.5,True,False,True,,27.0,Home
1090,1090,Heather,Carter,heather.carter@gmail.com,-10039,,High_Value,SMS,Unknown,Medium,258.88,0.3,True,True,False,,46.0,Sports
1091,1091,Cynthia,Wells,cynthia.wellshotmail.com,-2167,,High_Value,Social,36-45,Premium,179.7,0.23,True,False,False,,45.0,Sports
1092,1092,Daniel,Parker,daniel.parker@outlook.com,-6068,,Low_Value,Email,46-55,Medium,51.06,0.72,False,False,False,,43.0,Beauty
1093,1093,Mariah,Roth,mariahroth@yahoo.com,-10605,,New_Customer,Direct,46-55,Premium,108.97,0.57,True,True,True,,2.0,Beauty
1094,1094,Christopher,Green,christopher493@hotmail.com,-8912,,Low_Value,Social,18-25,Unknown,57.98,0.69,False,True,True,,26.0,Electronics
1095,1095,Cassandra,Camacho,cassandra24@hotmail.com,-9781,,Low_Value,Social,55+,Medium,49.11,0.68,True,True,True,,28.0,Clothing
1096,1096,Ann,Lucero,ann417@outlook.com,-4205,,High_Value,Direct,46-55,Medium,333.12,0.4,False,False,False,,1.0,Beauty
1097,1097,Mary,Moore,mary.moore@outlook.com,-6342,,High_Value,SMS,46-55,High,291.12,0.26,True,False,True,,32.0,Clothing
1098,1098,Matthew,Saunders,matthewsaunders@outlook.com,-4390,,Medium_Value,Social,18-25,High,86.17,0.68,False,False,True,,41.0,Beauty
1099,1099,Joseph,Scott,joseph567@yahoo.com,-5417,,Low_Value,Push,18-25,High,50.58,0.66,True,True,True,,1.0,Sports
1100,1100,Cynthia,Saunders,cynthia88@gmail.com,-4185,,Low_Value,SMS,55+,Low,78.33,0.89,False,True,True,,12.0,Home
1101,1101,Megan,Baxter,megan.baxter@gmail.com,-6709,,Medium_Value,SMS,36-45,Low,78.3,0.62,True,False,False,,6.0,Home
1102,1102,William,Young,william.young@outlook.com,-8490,,High_Value,Social,55+,High,183.84,0.4,True,False,False,,32.0,Electronics
1103,1103,Matthew,Moss,matthew.moss@yahoo.com,-3596,,Medium_Value,Push,18-25,Medium,175.81,0.5,False,True,True,,11.0,Home
1104,1104,Brian,Hernandez,brian421@gmail.com,-9591,,Low_Value,Social,Unknown,High,53.09,0.8,False,False,True,,36.0,Home
1105,1105,Adam,Malone,adam89@gmail.com,-10533,,Low_Value,SMS,36-45,Medium,93.21,0.64,False,False,False,,23.0,Home
1106,1106,Donna,May,donna782@hotmail.com,-2674,,Low_Value,Social,26-35,Low,94.89,0.9,True,False,True,,6.0,Sports
1107,1107,Daniel,Walker,danielwalker@gmail.com,-7121,,Low_Value,Direct,Unknown,Medium,86.08,0.65,True,True,True,,6.0,Electronics
1108,1108,Alex,May,alex.may@outlook.com,-4393,,New_Customer,SMS,55+,Premium,51.95,0.52,False,False,False,,50.0,Electronics
1109,1109,John,Gentry,john.gentry@gmail.com,-10699,,Low_Value,Direct,55+,Medium,66.14,0.71,True,True,False,,8.0,Books
1110,1110,Kylie,Smith,kylie.smith@gmail.com,-9683,,New_Customer,Email,55+,High,99.5,0.55,False,True,True,,19.0,Beauty
1111,1111,Willie,Elliott,willieelliott@yahoo.com,-2385,,Low_Value,Email,36-45,High,58.57,0.78,True,False,False,,26.0,Home
1112,1112,Tammy,Galloway,tammy547@outlook.com,-5786,,Low_Value,Email,18-25,Low,52.37,0.8,True,True,True,,34.0,Home
1113,1113,Jack,Evans,jackevans@gmail.com,-8015,,High_Value,Push,26-35,Low,366.23,0.27,False,False,True,,31.0,Clothing
