customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,source_avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category,total_orders,paid_orders,cancelled_orders,total_revenue,avg_order_value_actual,first_order_date,last_order_date,promo_orders,non_promo_orders,promo_revenue,non_promo_revenue,preferred_product_category,customer_recency_days,lifecycle_segment,invalid_phone_flag,missing_last_purchase_flag,invalid_registration_date_flag
1032,Debra,Long,debra819@yahoo.com,-2427,,High_Value,Social,55+,Low,369.84,0.26,True,False,True,,41,Books,9,9,0,3745.88,416.2088888888889,2024-08-10,2025-06-30,2,7,1052.51,2693.37,Books,353.0,Dormant,True,False,True
1033,Lauren,Sampson,lauren.sampson@hotmail.com,-4078,,Medium_Value,SMS,18-25,Unknown,103.65,0.49,False,True,True,,2,Books,7,4,3,526.37,131.5925,2024-09-24,2025-03-02,1,3,167.03,359.34,Electronics,473.0,Dormant,True,True,True
1034,Seth,Jones,seth998@yahoo.com,-6111,,Medium_Value,Email,18-25,Medium,121.57,0.45,False,False,False,,34,Clothing,5,4,1,641.29,160.3225,2024-12-01,2025-04-06,2,2,350.39,290.9,Electronics,438.0,Dormant,True,True,True
1035,Guy,Baker,guy963@yahoo.com,-9173,,Medium_Value,Push,36-45,Premium,174.44,0.54,True,True,True,,8,Home,10,9,1,1786.14,198.46,2024-07-10,2025-06-26,3,6,724.16,1061.98,Books,357.0,Dormant,True,False,True
1036,Linda,Davis,lindadavis@outlook.com,-10274,,High_Value,Email,18-25,Low,459.26,0.35,False,True,True,,39,Electronics,10,7,3,3400.78,485.8257142857143,2024-08-08,2025-06-11,1,6,711.8,2688.98,Beauty,372.0,Dormant,True,False,True
1037,David,Morgan,david.morgan@yahoo.com,-9504,,Low_Value,Social,26-35,High,76.26,0.68,True,False,True,,15,Electronics,8,7,1,598.69,85.52714285714286,2024-08-11,2025-03-29,3,4,323.88,274.81,Books,446.0,Dormant,True,True,True
1038,Desiree,Dawson,desiree.dawson@hotmail.com,-7018,,Low_Value,SMS,26-35,High,41.95,0.61,False,False,True,,21,Sports,6,3,2,146.34,48.78,2024-10-27,2025-02-01,0,3,0.0,146.34,Books,502.0,Dormant,True,False,True
1039,Dana,Carrillo,dana539@gmail.com,-10380,,High_Value,SMS,55+,Low,285.14,0.29,True,True,False,,26,Beauty,9,7,2,1899.57,271.3671428571429,2024-10-10,2025-06-26,0,7,0.0,1899.57,Books,357.0,Dormant,True,False,True
1040,Jordan,Bean,jordan871@yahoo.com,-6760,,Medium_Value,Social,36-45,Low,198.32,0.41,True,True,True,,3,Beauty,7,6,1,1245.17,207.52833333333334,2024-08-24,2025-05-12,0,6,0.0,1245.17,Books,402.0,Dormant,True,False,True
1041,Lauren,Johnson,laurenjohnson@outlook.com,-6917,,New_Customer,Direct,55+,High,30.88,0.68,True,False,False,,7,Clothing,9,7,2,242.74,34.677142857142854,2024-10-31,2025-06-18,1,6,42.92,199.82,Beauty,365.0,Dormant,True,False,True
1042,Victor,Bullock,victor251@gmail.com,-8329,,Medium_Value,Push,26-35,High,165.13,0.64,True,False,False,,38,Books,5,5,0,1024.66,204.932,2024-09-13,2025-06-03,2,3,540.36,484.3,Home,380.0,Dormant,True,False,True
1043,Gail,Davis,gail.davis@outlook.com,-5882,,Low_Value,Direct,55+,Low,75.7,0.65,False,True,True,,18,Electronics,7,6,1,454.61,75.76833333333333,2024-09-09,2025-05-11,1,5,93.86,360.75,Sports,403.0,Dormant,True,True,True
1044,Steven,Leon,steven166@gmail.com,-9760,,High_Value,Email,26-35,Medium,174.29,0.29,False,False,True,,18,Clothing,10,8,2,1529.27,191.15875,2024-07-29,2025-06-01,2,6,500.93,1028.34,Sports,382.0,Dormant,True,False,True
1045,David,Savage,davidsavage@outlook.com,-7143,,New_Customer,Email,26-35,Low,127.64,0.57,False,False,False,,43,Sports,6,6,0,821.0,136.83333333333334,2024-07-24,2025-07-03,0,6,0.0,821.0,Clothing,350.0,Dormant,True,True,True
1046,Steven,Nguyen,stevennguyen@gmail.com,-9692,,Medium_Value,Email,18-25,Medium,167.03,0.66,False,True,True,,23,Sports,11,8,3,1254.96,156.87,2024-10-11,2025-06-02,0,8,0.0,1254.96,Home,381.0,Dormant,True,False,True
1047,Jillian,Guzman,jillian.guzman@gmail.com,-6978,,Low_Value,SMS,36-45,High,77.58,0.78,True,True,False,,1,Sports,5,4,1,343.78,85.945,2024-09-20,2025-05-07,2,2,203.57,140.21,Clothing,407.0,Dormant,True,True,True
1048,Jodi,Smith,jodi.smith@gmail.com,-10708,,New_Customer,SMS,36-45,Unknown,116.12,0.73,True,True,False,,42,Sports,7,7,0,993.36,141.90857142857143,2024-08-09,2025-05-07,2,5,384.76,608.6,Beauty,407.0,Dormant,True,False,True
1049,Kimberly,Hernandez,kimberly.hernandez@yahoo.com,-6095,,Low_Value,Direct,26-35,Medium,54.66,0.71,True,False,True,,29,Books,5,4,1,254.78,63.695,2024-10-15,2025-04-16,1,3,79.41,175.37,Electronics,428.0,Dormant,True,False,True
1050,Brian,Robertson,brianrobertson@outlook.com,-10932,,High_Value,SMS,55+,Medium,359.32,0.38,False,True,False,,8,Books,9,8,1,2821.33,352.66625,2024-07-17,2025-02-25,0,8,0.0,2821.33,Books,478.0,Dormant,True,False,True
1051,Kenneth,Johnson,kenneth623@yahoo.com,-9228,,New_Customer,Social,Unknown,High,63.05,0.79,True,True,False,,9,Clothing,9,8,1,656.32,82.04,2024-07-27,2025-05-08,4,4,368.0,288.32,Beauty,406.0,Dormant,True,True,True
1052,Amanda,Martinez,amandamartinez@outlook.com,-10335,,High_Value,Email,46-55,High,195.9,0.33,False,True,True,,48,Books,2,2,0,438.39,219.195,2024-08-15,2024-12-09,0,2,0.0,438.39,Sports,556.0,Dormant,True,False,True
1053,Steven,Allen,steven736@hotmail.com,-3201,,Low_Value,SMS,36-45,Medium,94.07,0.81,True,True,False,,29,Home,9,8,1,884.58,110.5725,2024-07-24,2025-06-23,2,6,240.49,644.09,Sports,360.0,Dormant,True,True,True
1054,Cheryl,Pena,cheryl.pena@outlook.com,-2586,,Medium_Value,Direct,Unknown,High,125.72,0.43,True,True,False,,16,Electronics,8,8,0,1019.59,127.44875,2024-08-03,2025-03-18,2,6,292.45,727.14,Books,457.0,Dormant,True,True,True
1055,Beverly,Gutierrez,beverly.gutierrez@hotmail.com,-8676,,Medium_Value,Email,26-35,Unknown,199.51,0.48,True,False,False,,23,Sports,7,7,0,1537.72,219.6742857142857,2024-07-22,2025-06-09,1,6,344.04,1193.68,Home,374.0,Dormant,True,False,True
1056,Virginia,Allen,virginia.allen@gmail.com,-3363,,Medium_Value,SMS,18-25,Medium,162.77,0.49,False,False,False,,50,Sports,11,7,4,1293.52,184.78857142857143,2024-09-08,2025-06-02,1,6,184.01,1109.51,Books,381.0,Dormant,True,True,True
1057,John,Stevens,john.stevens@hotmail.com,-5958,,New_Customer,Direct,26-35,Premium,54.45,0.76,True,False,False,,11,Books,10,10,0,491.94,49.194,2024-09-03,2025-06-23,1,9,64.13,427.81,Clothing,360.0,Dormant,True,False,True
1058,Jeremy,Thomas,jeremy.thomas@yahoo.com,-9435,,High_Value,SMS,46-55,Medium,248.84,0.4,True,True,True,,0,Clothing,7,6,1,1628.08,271.3466666666667,2024-10-18,2025-05-10,1,5,281.36,1346.72,Beauty,404.0,Dormant,True,False,True
1059,David,Mitchell,david.mitchell@gmail.com,-4688,,Low_Value,Push,26-35,Medium,25.17,0.72,True,True,False,,50,Beauty,3,2,1,53.8,26.9,2025-04-23,2025-05-24,0,2,0.0,53.8,Clothing,390.0,Dormant,True,True,True
1060,Victoria,Ruiz,victoria.ruizoutlook.com,-3965,,High_Value,Push,36-45,High,172.2,0.23,True,False,False,,35,Electronics,5,4,1,795.4,198.85,2024-07-06,2025-04-04,1,3,273.94,521.46,Clothing,440.0,Dormant,True,False,True
1061,Cathy,Yates,cathy113@outlook.com,-4885,,New_Customer,SMS,36-45,Premium,80.91,0.55,True,False,True,,4,Clothing,12,9,3,847.58,94.17555555555556,2024-07-18,2025-05-02,4,5,517.54,330.04,Home,412.0,Dormant,True,False,True
1062,Kelsey,Mcdonald,kelsey232@outlook.com,-6165,,Medium_Value,Email,26-35,Low,174.9,0.52,True,True,True,,42,Electronics,7,7,0,1273.08,181.86857142857144,2024-07-07,2025-03-26,0,7,0.0,1273.08,Clothing,449.0,Dormant,True,False,True
1063,Anne,Barber,anne811@gmail.com,-8272,,New_Customer,SMS,18-25,Medium,69.1,0.69,True,False,False,,35,Clothing,9,8,1,705.7,88.2125,2024-08-22,2025-06-01,4,4,410.18,295.52,Books,382.0,Dormant,True,False,True
1064,Jeremy,Martinez,jeremy.martinez@hotmail.com,-8711,,New_Customer,SMS,46-55,Unknown,106.58,0.56,True,True,True,,26,Clothing,8,7,1,988.17,141.16714285714286,2024-09-07,2025-05-28,3,4,496.69,491.48,Electronics,386.0,Dormant,True,False,True
1065,Jennifer,Reeves,jenniferreeves@outlook.com,-5955,,New_Customer,Push,55+,Low,75.5,0.77,False,False,True,,35,Sports,6,6,0,596.0,99.33333333333333,2025-01-07,2025-06-28,3,3,360.77,235.23,Clothing,355.0,Dormant,True,False,True
1066,Dylan,Clark,dylan.clark@outlook.com,-5463,,High_Value,SMS,26-35,Premium,211.36,0.26,True,True,False,,5,Sports,9,9,0,1987.89,220.87666666666667,2024-09-11,2025-06-09,1,8,307.82,1680.07,Electronics,374.0,Dormant,True,False,True
1067,Ashley,Ward,ashleyward@hotmail.com,-3063,,New_Customer,Direct,26-35,Premium,82.29,0.67,True,False,True,,22,Clothing,3,3,0,263.49,87.83,2024-07-30,2025-05-27,0,3,0.0,263.49,Sports,387.0,Dormant,True,False,True
1068,Gary,Bryant,gary.bryant@gmail.com,-9394,,High_Value,Email,18-25,Unknown,205.22,0.25,True,False,False,,50,Clothing,9,9,0,2143.81,238.20111111111112,2024-10-12,2025-05-27,2,7,634.75,1509.06,Sports,387.0,Dormant,True,False,True
1069,Allen,Russo,allenrusso@yahoo.com,-9243,,New_Customer,Email,26-35,High,122.54,0.79,True,False,True,,43,Beauty,5,4,1,577.75,144.4375,2024-07-18,2024-10-05,1,3,200.65,377.1,Beauty,621.0,Dormant,True,False,True
1070,Felicia,Anderson,felicia.anderson@outlook.com,-3985,,New_Customer,SMS,18-25,Low,102.04,0.66,False,True,False,,2,Books,5,4,1,542.7,135.675,2025-02-09,2025-06-09,3,1,422.71,119.99,Books,374.0,Dormant,True,False,True
1071,Grant,Reeves,grantreeves@outlook.com,-4603,,Medium_Value,Direct,26-35,Medium,94.32,0.57,False,True,False,,1,Beauty,6,6,0,572.48,95.41333333333333,2024-08-12,2025-05-19,1,5,150.76,421.72,Home,395.0,Dormant,True,False,True
1072,Lisa,Shaw,lisashaw@outlook.com,-3432,,Low_Value,Direct,46-55,Premium,34.27,0.84,True,False,False,,29,Sports,7,6,1,212.23,35.37166666666667,2024-10-07,2025-04-02,1,5,52.44,159.79,Home,442.0,Dormant,True,False,True
1073,Anthony,Flores,anthony925@gmail.com,-3242,,High_Value,Email,26-35,Low,338.1,0.26,True,True,True,,6,Clothing,10,10,0,3229.42,322.942,2024-09-27,2025-06-19,0,10,0.0,3229.42,Home,364.0,Dormant,True,False,True
1074,Joshua,Miller,joshua.miller@yahoo.com,-7597,,New_Customer,Push,36-45,High,48.52,0.66,False,True,False,,9,Books,11,11,0,685.55,62.32272727272727,2024-08-04,2025-06-13,6,5,425.27,260.28,Beauty,370.0,Dormant,True,False,True
1075,Jasmine,Casey,jasmine.casey@hotmail.com,-9483,,Medium_Value,Direct,36-45,High,138.05,0.42,True,True,False,,9,Books,14,10,4,1574.45,157.445,2024-07-16,2025-06-25,2,8,386.38,1188.07,Electronics,358.0,Dormant,True,False,True
1076,Janet,Walton,janet82@yahoo.com,-7997,,High_Value,Email,18-25,Low,429.78,0.31,False,False,True,,39,Beauty,3,3,0,1173.9,391.3,2025-03-04,2025-05-10,0,3,0.0,1173.9,Home,404.0,Dormant,True,False,True
1077,Sarah,Hale,sarah146@yahoo.com,-5153,,High_Value,Direct,36-45,Medium,215.14,0.39,False,True,True,,27,Books,10,9,1,1930.72,214.52444444444444,2024-07-27,2025-06-25,0,9,0.0,1930.72,Home,358.0,Dormant,True,False,True
1078,Michael,Duncan,michael.duncan@gmail.com,-10180,,High_Value,Direct,36-45,Premium,422.19,0.33,False,True,False,,25,Clothing,7,7,0,2885.3,412.1857142857143,2024-08-06,2025-06-07,0,7,0.0,2885.3,Electronics,376.0,Dormant,True,False,True
1079,Mary,Curry,mary272@yahoo.com,-9188,,Low_Value,Social,26-35,Unknown,80.67,0.87,True,True,True,,43,Sports,6,5,1,492.02,98.404,2024-07-23,2025-01-09,3,2,342.12,149.9,Beauty,525.0,Dormant,True,False,True
1080,Eric,Carter,eric.carter@gmail.com,-9183,,Medium_Value,SMS,18-25,High,104.94,0.62,True,True,False,,24,Clothing,8,7,1,824.4,117.77142857142857,2024-07-29,2025-06-19,1,6,119.0,705.4,Books,364.0,Dormant,True,False,True
1081,Nicole,Alexander,nicole.alexander@gmail.com,-4188,,Low_Value,Direct,26-35,Low,72.69,0.74,False,True,True,,25,Electronics,7,6,1,569.18,94.86333333333333,2024-07-29,2025-04-24,3,3,346.8,222.38,Home,420.0,Dormant,True,False,True
1082,Kayla,Bray,kayla34@hotmail.com,-5640,,Medium_Value,SMS,36-45,High,80.25,0.54,False,True,True,,37,Home,11,10,1,832.96,83.296,2024-10-19,2025-07-23,2,8,212.38,620.58,Clothing,330.0,Dormant,True,False,True
1083,David,Johnson,david672@outlook.com,-6322,,Low_Value,Push,36-45,Low,42.16,0.84,False,False,True,,3,Books,8,6,2,229.78,38.29666666666667,2024-09-22,2025-06-27,2,4,99.51,130.27,Home,356.0,Dormant,True,False,True
1084,Dorothy,Long,dorothylong@yahoo.com,-4520,,Medium_Value,Email,46-55,Premium,153.76,0.65,True,False,True,,18,Sports,6,4,2,712.43,178.1075,2024-09-01,2025-05-13,1,3,275.15,437.28,Clothing,401.0,Dormant,True,False,True
1085,Dean,Robles,deanrobles@yahoo.com,-10491,,Medium_Value,SMS,26-35,Premium,156.1,0.44,True,True,True,,31,Sports,10,8,2,1189.97,148.74625,2024-07-10,2025-05-22,0,8,0.0,1189.97,Beauty,392.0,Dormant,True,True,True
1086,Aaron,Keith,aaron512@outlook.com,-5686,,Low_Value,Email,26-35,Premium,59.3,0.85,True,False,True,,11,Home,6,5,0,409.45,81.89,2024-08-21,2025-04-04,2,3,211.79,197.66,Sports,440.0,Dormant,True,False,True
1087,Ronald,Clayton,ronaldclayton@yahoo.com,-7115,,New_Customer,Direct,46-55,Medium,76.17,0.54,True,True,True,,7,Beauty,3,2,1,200.81,100.405,2024-11-06,2025-03-22,1,1,108.27,92.54,Home,453.0,Dormant,True,True,True
1088,Julia,Garcia,juliagarcia@outlook.com,-4486,,Medium_Value,Email,18-25,Medium,123.52,0.64,False,False,True,,24,Beauty,6,5,1,763.3,152.66,2024-07-05,2025-03-31,2,3,422.75,340.55,Books,444.0,Dormant,True,False,True
1089,Scott,Allen,scottallen@hotmail.com,-7825,,Medium_Value,SMS,46-55,Premium,162.88,0.5,True,False,True,,27,Home,7,3,3,674.58,224.86,2024-07-23,2025-06-26,1,2,283.26,391.32,Beauty,357.0,Dormant,True,False,True
1090,Heather,Carter,heather.carter@gmail.com,-10039,,High_Value,SMS,Unknown,Medium,258.88,0.3,True,True,False,,46,Sports,8,6,2,1533.18,255.53,2024-08-14,2025-05-20,0,6,0.0,1533.18,Clothing,394.0,Dormant,True,False,True
1091,Cynthia,Wells,cynthia.wellshotmail.com,-2167,,High_Value,Social,36-45,Premium,179.7,0.23,True,False,False,,45,Sports,5,4,1,799.47,199.8675,2024-09-23,2025-04-12,0,4,0.0,799.47,Books,432.0,Dormant,True,False,True
1092,Daniel,Parker,daniel.parker@outlook.com,-6068,,Low_Value,Email,46-55,Medium,51.06,0.72,False,False,False,,43,Beauty,8,6,1,391.65,65.275,2024-08-09,2025-05-28,2,4,166.52,225.13,Books,386.0,Dormant,True,True,True
1093,Mariah,Roth,mariahroth@yahoo.com,-10605,,New_Customer,Direct,46-55,Premium,108.97,0.57,True,True,True,,2,Beauty,7,5,2,587.92,117.584,2024-08-10,2025-06-24,1,4,131.0,456.92,Sports,359.0,Dormant,True,False,True
1094,Christopher,Green,christopher493@hotmail.com,-8912,,Low_Value,Social,18-25,Unknown,57.98,0.69,False,True,True,,26,Electronics,12,12,0,818.7,68.225,2024-07-24,2025-06-10,4,8,359.26,459.44,Clothing,373.0,Dormant,True,False,True
1095,Cassandra,Camacho,cassandra24@hotmail.com,-9781,,Low_Value,Social,55+,Medium,49.11,0.68,True,True,True,,28,Clothing,7,6,1,324.33,54.055,2024-07-04,2025-06-28,2,4,137.88,186.45,Beauty,355.0,Dormant,True,False,True
1096,Ann,Lucero,ann417@outlook.com,-4205,,High_Value,Direct,46-55,Medium,333.12,0.4,False,False,False,,1,Beauty,8,7,1,2641.26,377.3228571428571,2024-08-05,2025-05-31,2,5,780.21,1861.05,Books,383.0,Dormant,True,True,True
1097,Mary,Moore,mary.moore@outlook.com,-6342,,High_Value,SMS,46-55,High,291.12,0.26,True,False,True,,32,Clothing,10,8,2,2447.78,305.9725,2024-07-16,2025-05-27,0,8,0.0,2447.78,Beauty,387.0,Dormant,True,True,True
1098,Matthew,Saunders,matthewsaunders@outlook.com,-4390,,Medium_Value,Social,18-25,High,86.17,0.68,False,False,True,,41,Beauty,5,4,1,371.88,92.97,2024-11-10,2025-03-23,1,3,107.09,264.79,Home,452.0,Dormant,True,False,True
1099,Joseph,Scott,joseph567@yahoo.com,-5417,,Low_Value,Push,18-25,High,50.58,0.66,True,True,True,,1,Sports,12,10,2,504.1,50.41,2024-07-16,2025-07-03,3,7,191.97,312.13,Books,350.0,Dormant,True,False,True
1100,Cynthia,Saunders,cynthia88@gmail.com,-4185,,Low_Value,SMS,55+,Low,78.33,0.89,False,True,True,,12,Home,6,5,1,405.14,81.028,2024-07-14,2025-02-19,1,4,121.6,283.54,Clothing,484.0,Dormant,True,False,True
1101,Megan,Baxter,megan.baxter@gmail.com,-6709,,Medium_Value,SMS,36-45,Low,78.3,0.62,True,False,False,,6,Home,7,5,2,419.47,83.894,2024-09-12,2025-03-18,1,4,115.14,304.33,Clothing,457.0,Dormant,True,True,True
1102,William,Young,william.young@outlook.com,-8490,,High_Value,Social,55+,High,183.84,0.4,True,False,False,,32,Electronics,6,5,1,899.79,179.958,2024-08-10,2025-05-29,0,5,0.0,899.79,Clothing,385.0,Dormant,True,False,True
1103,Matthew,Moss,matthew.moss@yahoo.com,-3596,,Medium_Value,Push,18-25,Medium,175.81,0.5,False,True,True,,11,Home,6,5,1,1194.07,238.814,2024-08-20,2025-04-27,2,3,531.82,662.25,Beauty,417.0,Dormant,True,False,True
1104,Brian,Hernandez,brian421@gmail.com,-9591,,Low_Value,Social,Unknown,High,53.09,0.8,False,False,True,,36,Home,8,6,2,296.96,49.49333333333333,2024-08-18,2025-03-10,1,5,62.02,234.94,Electronics,465.0,Dormant,True,False,True
1105,Adam,Malone,adam89@gmail.com,-10533,,Low_Value,SMS,36-45,Medium,93.21,0.64,False,False,False,,23,Home,4,4,0,446.3,111.575,2025-03-11,2025-05-10,1,3,107.06,339.24,Clothing,404.0,Dormant,True,False,True
1106,Donna,May,donna782@hotmail.com,-2674,,Low_Value,Social,26-35,Low,94.89,0.9,True,False,True,,6,Sports,5,5,0,455.04,91.008,2024-07-06,2025-06-18,0,5,0.0,455.04,Books,365.0,Dormant,True,False,True
1107,Daniel,Walker,danielwalker@gmail.com,-7121,,Low_Value,Direct,Unknown,Medium,86.08,0.65,True,True,True,,6,Electronics,10,8,2,772.11,96.51375,2024-07-26,2025-01-16,4,4,452.7,319.41,Beauty,518.0,Dormant,True,False,True
1108,Alex,May,alex.may@outlook.com,-4393,,New_Customer,SMS,55+,Premium,51.95,0.52,False,False,False,,50,Electronics,7,7,0,352.84,50.40571428571429,2024-09-10,2025-06-02,0,7,0.0,352.84,Beauty,381.0,Dormant,True,True,True
1109,John,Gentry,john.gentry@gmail.com,-10699,,Low_Value,Direct,55+,Medium,66.14,0.71,True,True,False,,8,Books,7,5,2,400.87,80.174,2024-08-29,2024-11-09,1,4,105.19,295.68,Sports,586.0,Dormant,True,False,True
1110,Kylie,Smith,kylie.smith@gmail.com,-9683,,New_Customer,Email,55+,High,99.5,0.55,False,True,True,,19,Beauty,3,2,1,239.1,119.55,2025-03-31,2025-06-18,0,2,0.0,239.1,Home,365.0,Dormant,True,True,True
1111,Willie,Elliott,willieelliott@yahoo.com,-2385,,Low_Value,Email,36-45,High,58.57,0.78,True,False,False,,26,Home,7,7,0,494.73,70.67571428571429,2024-11-09,2025-04-24,3,4,268.77,225.96,Home,420.0,Dormant,True,False,True
1112,Tammy,Galloway,tammy547@outlook.com,-5786,,Low_Value,Email,18-25,Low,52.37,0.8,True,True,True,,34,Home,4,3,1,198.5,66.16666666666667,2025-01-02,2025-05-31,1,2,86.1,112.4,Beauty,383.0,Dormant,True,False,True
1113,Jack,Evans,jackevans@gmail.com,-8015,,High_Value,Push,26-35,Low,366.23,0.27,False,False,True,,31,Clothing,9,8,1,2921.47,365.18375,2024-08-04,2025-03-14,0,8,0.0,2921.47,Books,461.0,Dormant,True,False,True
1114,Bobby,Vazquez,bobby.vazquez@gmail.com,-2108,,Low_Value,Email,55+,Medium,75.85,0.79,True,True,True,,12,Beauty,8,6,1,617.45,102.90833333333333,2024-07-26,2025-05-14,4,2,468.95,148.5,Sports,400.0,Dormant,True,False,True
1115,Karen,Perry,karenperry@hotmail.com,-9669,,Low_Value,Email,36-45,Premium,62.35,0.62,False,True,False,,27,Clothing,3,3,0,233.15,77.71666666666667,2024-08-15,2025-05-14,1,2,95.35,137.8,Electronics,400.0,Dormant,True,False,True
1116,Benjamin,Bryant,benjamin620@yahoo.com,-2287,,Medium_Value,Push,55+,Premium,107.78,0.42,True,False,True,,49,Electronics,6,6,0,693.33,115.555,2024-10-08,2025-04-13,3,3,421.45,271.88,Sports,431.0,Dormant,True,False,True
1117,Jasmine,Wilkins,jasmine661@outlook.com,-7045,,Medium_Value,Direct,18-25,Unknown,166.39,0.41,False,False,True,,35,Books,10,9,1,1538.01,170.89,2024-08-22,2025-05-09,1,8,269.63,1268.38,Clothing,405.0,Dormant,True,True,True
1118,Erica,Lawson,erica572@yahoo.com,-6566,,Medium_Value,Direct,55+,Medium,157.25,0.57,True,True,False,,6,Clothing,7,7,0,1029.82,147.11714285714285,2024-07-11,2025-04-29,1,6,206.31,823.51,Electronics,415.0,Dormant,True,False,True
1119,Valerie,Scott,valerie.scott@outlook.com,-4885,,High_Value,Email,55+,Low,226.29,0.21,True,True,True,,25,Clothing,4,3,1,934.93,311.6433333333333,2024-09-21,2025-03-08,2,1,719.98,214.95,Clothing,467.0,Dormant,True,False,True
1120,John,Lee,john.lee@outlook.com,-5063,,Medium_Value,Push,46-55,Low,88.28,0.6,False,True,False,,20,Beauty,6,6,0,575.68,95.94666666666667,2024-07-06,2025-05-12,1,5,153.38,422.3,Sports,402.0,Dormant,True,False,True
1121,Gina,Clark,ginaclark@hotmail.com,-4647,,Low_Value,Social,26-35,Premium,35.61,0.7,True,True,True,,3,Beauty,6,3,3,123.09,41.03,2025-04-12,2025-05-27,1,2,56.7,66.39,Home,387.0,Dormant,True,False,True
1122,Jose,James,jose641@gmail.com,-10130,,Low_Value,Push,46-55,Low,63.51,0.68,True,False,False,,10,Beauty,9,8,1,574.8,71.85,2024-08-31,2025-05-03,2,6,181.01,393.79,Beauty,411.0,Dormant,True,False,True
1123,Sarah,Dunn,sarahdunn@hotmail.com,-5595,,New_Customer,Push,55+,Premium,109.56,0.72,True,False,False,,12,Sports,11,10,1,1085.61,108.561,2024-09-11,2025-06-01,0,10,0.0,1085.61,Beauty,382.0,Dormant,True,False,True
1124,Nicole,Fox,nicole.fox@hotmail.com,-10179,,High_Value,Push,18-25,Medium,372.94,0.3,True,True,False,,41,Clothing,4,4,0,1740.16,435.04,2024-09-09,2025-06-11,1,3,621.11,1119.05,Home,372.0,Dormant,True,False,True
1125,Aaron,Davis,aaron.davis@hotmail.com,-11059,,Medium_Value,Push,55+,Medium,93.6,0.56,True,False,False,,48,Electronics,7,6,1,621.2,103.53333333333333,2024-08-05,2025-06-05,2,4,241.91,379.29,Electronics,378.0,Dormant,True,False,True
1126,Jennifer,Martinez,jennifer513@yahoo.com,-4157,,Medium_Value,Social,18-25,Unknown,172.19,0.44,True,False,True,,10,Books,7,6,1,1171.35,195.225,2024-07-05,2025-06-13,1,5,273.23,898.12,Books,370.0,Dormant,True,False,True
1127,Andrew,Rodriguez,andrew.rodriguez@outlook.com,-7580,,High_Value,Social,55+,Medium,353.97,0.35,False,False,True,,25,Books,7,6,1,2202.77,367.12833333333333,2024-08-05,2025-07-02,0,6,0.0,2202.77,Clothing,351.0,Dormant,True,False,True
1128,Sylvia,Casey,sylviacasey@gmail.com,-2931,,Low_Value,Push,26-35,Low,69.77,0.84,True,False,True,,11,Electronics,6,5,1,446.17,89.234,2024-11-13,2025-06-15,1,4,112.22,333.95,Sports,368.0,Dormant,True,False,True
1129,Margaret,Murillo,margaret765@yahoo.com,-6928,,Medium_Value,SMS,18-25,Premium,111.08,0.48,True,True,True,,33,Beauty,9,8,1,895.32,111.915,2024-08-02,2025-06-11,1,7,143.42,751.9,Books,372.0,Dormant,True,False,True
1130,Amanda,Logan,amanda.logan@outlook.com,-10655,,Medium_Value,Email,46-55,Premium,105.49,0.56,True,True,False,,6,Books,8,8,0,988.75,123.59375,2024-07-12,2025-06-07,4,4,615.84,372.91,Electronics,376.0,Dormant,True,False,True
1131,Stephen,Boyd,stephen.boyd@outlook.com,-8345,,Medium_Value,Push,18-25,Premium,123.78,0.48,True,False,True,,47,Beauty,6,4,2,473.6,118.4,2024-08-20,2025-06-18,0,4,0.0,473.6,Books,365.0,Dormant,True,False,True
1132,Jamie,Jones,jamie.jones@yahoo.com,-9453,,Medium_Value,Push,26-35,Unknown,199.94,0.62,False,False,True,,19,Electronics,4,3,1,660.98,220.32666666666665,2024-09-20,2025-06-08,1,2,223.63,437.35,Home,375.0,Dormant,True,False,True
1134,Philip,Morton,philipmorton@yahoo.com,-2640,,High_Value,Social,26-35,High,349.58,0.25,False,False,True,,28,Sports,10,9,1,3174.0,352.6666666666667,2024-08-26,2025-05-24,0,9,0.0,3174.0,Beauty,390.0,Dormant,True,False,True
1135,Ryan,Wong,ryanwong@outlook.com,-6519,,New_Customer,SMS,18-25,Medium,134.98,0.65,False,False,True,,4,Home,12,10,2,1572.21,157.221,2024-07-26,2025-06-04,4,6,819.03,753.18,Books,379.0,Dormant,True,False,True
1136,Mary,Wise,marywise@gmail.com,-7770,,High_Value,Push,55+,Premium,152.26,0.29,True,False,False,,17,Home,9,9,0,1282.63,142.51444444444445,2024-07-13,2025-04-29,1,8,174.82,1107.81,Electronics,415.0,Dormant,True,False,True
1137,Carl,Wallace,carl667@outlook.com,-7789,,Low_Value,Social,18-25,Premium,54.25,0.74,False,False,True,,24,Sports,9,6,3,389.61,64.935,2024-08-09,2025-06-14,2,4,159.14,230.47,Books,369.0,Dormant,True,True,True
1138,Gregory,Richmond,gregory6@hotmail.com,-5858,,High_Value,Email,18-25,Medium,238.29,0.4,False,False,True,,30,Books,8,7,1,1663.52,237.6457142857143,2024-08-17,2025-05-27,0,7,0.0,1663.52,Books,387.0,Dormant,True,True,True
