customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
924,Jacqueline,Mullen,jacquelinemullen@yahoo.com,-9155,36:38.8,High_Value,Email,46-55,Medium,226.43,0.32,FALSE,FALSE,TRUE,17:59.5,17,Books
925,Hannah,Dawson,hannah.dawson@outlook.com,-2790,10:21.2,High_Value,Push,26-35,High,422.5,0.27,TRUE,FALSE,TRUE,13:07.0,46,Clothing
926,Lisa,Lewis,lisa.lewis@yahoo.com,-9404,41:18.1,High_Value,Social,46-55,Low,443.2,0.32,TRUE,FALSE,FALSE,18:37.0,35,Electronics
927,Gary,Chase,garychase@gmail.com,-9941,48:42.3,High_Value,SMS,18-25,Premium,466.51,0.38,TRUE,TRUE,TRUE,18:34.4,48,Electronics
928,Raymond,Griffin,raymond959@yahoo.com,-5952,07:39.6,Low_Value,Push,26-35,Low,34.31,0.74,FALSE,FALSE,FALSE,,29,Beauty
929,Melissa,Norton,melissa247@hotmail.com,-6853,29:59.4,Low_Value,Email,,High,66.66,0.84,TRUE,TRUE,FALSE,15:01.1,6,Books
930,Jason,Johnson,jason.johnson@hotmail.com,-2092,08:48.0,New_Customer,Email,18-25,Premium,59.99,0.75,TRUE,TRUE,FALSE,17:13.4,34,Sports
931,Ricky,Hill,rickyhill@hotmail.com,-5924,47:51.8,Medium_Value,SMS,36-45,Medium,150.59,0.58,TRUE,FALSE,FALSE,12:59.9,44,Clothing
932,Christopher,Torres,christophertorres@outlook.com,-5461,11:33.8,Low_Value,Push,46-55,Low,41.81,0.62,TRUE,FALSE,FALSE,13:43.7,43,Home
933,Francisco,Ball,francisco.ball@yahoo.com,-4177,26:53.3,High_Value,Email,36-45,Low,471.29,0.24,FALSE,FALSE,FALSE,14:00.8,16,Clothing
934,Joshua,Cain,joshua.cain@gmail.com,-4219,17:12.6,Medium_Value,SMS,46-55,Medium,100.39,0.64,FALSE,TRUE,FALSE,14:47.4,24,Home
935,Levi,Bennett,levi.bennett@gmail.com,-7053,26:37.3,New_Customer,Push,18-25,Medium,65.85,0.67,TRUE,FALSE,TRUE,13:21.8,4,Sports
936,Joshua,Harrison,joshua.harrison@gmail.com,-5557,56:10.1,Medium_Value,Direct,46-55,Premium,144.27,0.48,TRUE,TRUE,TRUE,17:43.8,38,Books
937,Olivia,Salazar,oliviasalazar@gmail.com,-4882,57:58.0,Low_Value,Email,36-45,High,53.3,0.64,FALSE,TRUE,FALSE,15:58.7,49,Electronics
938,Anthony,Hart,anthony.hart@hotmail.com,-2547,57:55.6,New_Customer,Direct,18-25,Medium,149.84,0.59,TRUE,TRUE,TRUE,12:48.3,47,Home
939,Melinda,Mcdaniel,melinda.mcdaniel@yahoo.com,-9297,05:24.3,Medium_Value,Push,55+,Low,147.45,0.66,TRUE,TRUE,FALSE,,0,Sports
940,Pamela,Davenport,pamela584@yahoo.com,-3418,32:57.6,New_Customer,Email,,Medium,79,0.76,TRUE,TRUE,TRUE,,22,Home
941,Paul,Kirby,paul.kirby@yahoo.com,-7976,25:52.5,Low_Value,Direct,36-45,High,72.84,0.68,TRUE,FALSE,TRUE,,16,Electronics
942,Sean,Allen,sean.allen@yahoo.com,-9932,46:22.8,Medium_Value,Email,36-45,Low,92.43,0.42,FALSE,TRUE,FALSE,13:48.6,4,Clothing
943,Angela,Riggs,angela.riggs@hotmail.com,-8447,20:31.2,High_Value,SMS,46-55,,309.92,0.21,TRUE,FALSE,FALSE,13:12.1,23,Beauty
944,Amy,Mckay,amy814@gmail.com,-8635,39:55.2,Low_Value,SMS,18-25,Premium,58.31,0.82,FALSE,TRUE,TRUE,,23,Clothing
945,Lindsay,Hardy,lindsay153@outlook.com,-4769,41:12.6,Medium_Value,Direct,18-25,,169.42,0.59,FALSE,TRUE,TRUE,18:05.6,49,Sports
946,Walter,Simmons,waltersimmons@outlook.com,-7385,08:03.3,Medium_Value,SMS,18-25,,168.92,0.42,FALSE,FALSE,TRUE,17:53.0,12,Home
947,Mary,Wilson,mary996@yahoo.com,-5668,10:42.6,Medium_Value,Direct,46-55,Premium,139.72,0.51,FALSE,FALSE,FALSE,17:08.7,17,Home
948,Joseph,Davis,joseph630@outlook.com,-3512,34:33.5,New_Customer,SMS,36-45,Low,64.3,0.51,TRUE,TRUE,TRUE,18:02.5,10,Clothing
949,Brian,Walter,brian241@hotmail.com,-3544,55:51.1,Medium_Value,Push,18-25,Medium,109.13,0.4,TRUE,TRUE,TRUE,15:53.2,33,Books
950,Aaron,Lewis,aaron.lewis@yahoo.com,-6582,33:57.3,New_Customer,Push,36-45,Premium,110.52,0.54,TRUE,TRUE,TRUE,13:03.3,40,Clothing
951,Jacqueline,Ochoa,jacqueline376@hotmail.com,-4776,38:28.6,Medium_Value,Direct,26-35,Premium,178.42,0.57,FALSE,TRUE,FALSE,14:32.1,38,Home
952,Ricky,Turner,ricky509@hotmail.com,-3072,00:20.7,Low_Value,Email,55+,Low,86.76,0.6,FALSE,FALSE,TRUE,18:09.8,25,Home
953,Austin,Snyder,austin.snyder@hotmail.com,-3303,32:31.0,Low_Value,Social,36-45,Premium,79.98,0.85,TRUE,TRUE,FALSE,16:09.7,18,Books
954,Tyler,Johnson,tyler279@hotmail.com,-6957,08:17.1,Medium_Value,Direct,,Premium,131.92,0.6,TRUE,TRUE,TRUE,17:04.3,8,Books
955,Amber,Sandoval,ambersandoval@hotmail.com,-7153,09:34.2,New_Customer,Email,,Low,137.85,0.68,TRUE,TRUE,TRUE,18:28.7,18,Beauty
956,Mark,Hammond,mark.hammond@gmail.com,-4677,21:16.3,Medium_Value,Push,36-45,High,157.46,0.55,TRUE,FALSE,FALSE,,21,Books
957,Cameron,Sanchez,cameronsanchez@yahoo.com,-10857,41:15.3,Low_Value,SMS,46-55,Low,45.78,0.62,FALSE,TRUE,FALSE,12:48.4,46,Electronics
958,Crystal,White,crystalwhite@hotmail.com,-2824,58:14.0,New_Customer,Direct,18-25,Premium,47.02,0.52,FALSE,TRUE,TRUE,,7,Electronics
959,Amanda,Bennett,amandabennett@yahoo.com,-8662,18:27.2,New_Customer,Push,36-45,Medium,49.82,0.61,FALSE,TRUE,TRUE,13:45.8,40,Beauty
960,Tamara,Wallace,tamara364@outlook.com,-8265,55:51.1,New_Customer,Push,55+,,63.04,0.8,FALSE,TRUE,TRUE,13:55.3,0,Clothing
961,Jennifer,Chambers,jennifer.chambers@yahoo.com,-10506,19:41.6,High_Value,Push,18-25,High,155.22,0.32,TRUE,FALSE,TRUE,17:53.8,33,Beauty
962,Kimberly,Gibson,kimberly.gibson@gmail.com,-3680,28:40.6,Low_Value,SMS,18-25,Premium,33.2,0.78,FALSE,FALSE,FALSE,14:37.7,20,Electronics
963,Jamie,Rowe,jamie.rowe@yahoo.com,-2240,36:23.7,High_Value,Email,26-35,Premium,312.3,0.31,TRUE,FALSE,FALSE,14:40.3,21,Sports
964,Andrew,Brown,andrew.brown@gmail.com,-9920,40:51.4,Low_Value,Push,36-45,Premium,96.54,0.62,TRUE,FALSE,FALSE,14:12.5,47,Electronics
965,April,Waters,april.waters@yahoo.com,-3311,12:25.2,High_Value,SMS,26-35,Medium,291.65,0.22,FALSE,FALSE,TRUE,16:48.0,23,Books
966,Michele,Zavala,michele943@hotmail.com,-5125,17:05.0,New_Customer,Push,,Medium,120.71,0.64,TRUE,FALSE,FALSE,,24,Clothing
967,Zachary,Frazier,zacharyfrazier@gmail.com,-6784,30:01.1,Low_Value,SMS,46-55,Premium,72.64,0.87,FALSE,TRUE,TRUE,16:59.1,5,Sports
968,Kelsey,Moore,kelsey.moore@hotmail.com,-7958,10:29.5,Medium_Value,Email,36-45,High,106.26,0.47,FALSE,FALSE,TRUE,16:55.4,17,Sports
969,Amanda,Burgess,amanda173@gmail.com,-9945,38:26.9,High_Value,Push,,High,160.1,0.4,FALSE,FALSE,FALSE,15:44.1,46,Clothing
970,Alexis,King,alexisking@outlook.com,-4911,55:05.3,Low_Value,SMS,26-35,Premium,41.99,0.81,TRUE,FALSE,TRUE,15:48.1,47,Electronics
971,Annette,Smith,annettesmith@outlook.com,-3660,12:36.5,Medium_Value,SMS,55+,Medium,82.85,0.42,FALSE,TRUE,FALSE,16:33.7,41,Sports
972,Donna,Henry,donna988@outlook.com,-10247,32:46.6,Medium_Value,Social,55+,Medium,112.6,0.65,TRUE,FALSE,FALSE,,39,Beauty
973,Marie,Floyd,marie341@outlook.com,-7467,40:19.3,New_Customer,Push,46-55,High,68.29,0.76,TRUE,FALSE,TRUE,15:13.7,30,Electronics
974,Ruben,Gould,ruben.gould@yahoo.com,-5651,46:53.6,New_Customer,SMS,26-35,High,102.63,0.55,FALSE,TRUE,FALSE,,45,Books
975,Bonnie,Anderson,bonnieanderson@gmail.com,-10572,48:25.2,Low_Value,Push,26-35,Medium,44.45,0.68,FALSE,TRUE,FALSE,16:15.7,29,Electronics
976,Thomas,Morales,thomas.morales@yahoo.com,-7811,33:19.7,New_Customer,Email,18-25,Medium,40.57,0.78,FALSE,FALSE,TRUE,18:31.6,39,Clothing
977,Randall,Cooper,randall708@yahoo.com,-10645,05:57.2,Low_Value,Push,55+,Premium,85.76,0.79,TRUE,TRUE,FALSE,13:03.1,16,Electronics
978,Cynthia,Love,cynthia126@hotmail.com,-2014,55:06.0,Low_Value,Direct,18-25,Medium,86.78,0.85,FALSE,TRUE,TRUE,17:35.0,7,Electronics
979,Shane,Garcia,shanegarcia@hotmail.com,-7844,30:53.7,New_Customer,Email,36-45,Premium,96.56,0.68,TRUE,TRUE,TRUE,15:23.9,26,Electronics
980,Amber,Mccall,amber.mccall@gmail.com,-4642,22:20.9,New_Customer,Push,18-25,Premium,61.98,0.67,TRUE,TRUE,FALSE,15:22.9,30,Sports
981,Cathy,Parker,cathy.parker@gmail.com,-4107,24:58.7,Medium_Value,SMS,55+,Low,138.4,0.4,TRUE,TRUE,FALSE,18:24.2,26,Clothing
982,Virginia,Coleman,virginia.coleman@hotmail.com,-4730,55:03.4,Medium_Value,Direct,26-35,High,183.09,0.5,TRUE,TRUE,FALSE,18:32.2,2,Clothing
983,Kyle,Dean,kyle.dean@gmail.com,-7280,58:36.2,High_Value,Direct,55+,High,351.26,0.24,FALSE,TRUE,TRUE,16:57.0,30,Beauty
984,Amber,Rodgers,amber.rodgers@outlook.com,-5347,35:51.9,New_Customer,Social,36-45,High,93.64,0.66,TRUE,FALSE,TRUE,,21,Sports
985,Omar,Stein,omarstein@outlook.com,-7054,15:37.6,Low_Value,Social,46-55,Premium,27.16,0.83,FALSE,FALSE,TRUE,18:05.4,15,Electronics
986,Tiffany,Roy,tiffanyroy@gmail.com,-2878,51:38.6,Medium_Value,SMS,18-25,Low,161.75,0.46,FALSE,TRUE,FALSE,,38,Electronics
987,Christopher,Bennett,christopherbennett@gmail.com,-5729,25:17.0,High_Value,Email,55+,Medium,253.13,0.35,FALSE,TRUE,FALSE,,33,Books
988,Tracy,Nixon,tracynixon@outlook.com,-3349,28:29.2,Medium_Value,Push,46-55,High,164.6,0.64,FALSE,FALSE,TRUE,18:17.1,42,Sports
989,Steven,Chambers,steven380@gmail.com,-5860,37:12.1,New_Customer,Email,26-35,Premium,44.72,0.54,TRUE,TRUE,TRUE,13:37.8,21,Home
990,Sara,Herrera,sara.herrera@gmail.com,-5655,21:59.7,High_Value,Push,55+,High,289.67,0.32,FALSE,FALSE,FALSE,15:57.3,2,Home
991,Jessica,Torres,jessicatorres@hotmail.com,-6673,19:47.2,New_Customer,Direct,36-45,Low,119.6,0.72,TRUE,TRUE,TRUE,14:54.0,14,Electronics
992,Michael,Wilson,michael.wilson@yahoo.com,-6382,56:57.1,New_Customer,Social,18-25,Medium,123.49,0.6,FALSE,TRUE,FALSE,17:15.9,14,Home
993,Alicia,Cook,alicia.cook@hotmail.com,-4427,57:28.4,Medium_Value,Social,36-45,High,119.08,0.47,FALSE,TRUE,FALSE,14:54.8,5,Home
994,Crystal,Gomez,crystal.gomez@outlook.com,-9647,30:44.0,High_Value,Social,46-55,Medium,361.33,0.3,FALSE,TRUE,TRUE,13:43.6,35,Beauty
995,Jamie,Jones,jamiejones@hotmail.com,-2422,40:02.9,Medium_Value,Push,55+,Premium,85.99,0.46,FALSE,FALSE,FALSE,18:36.9,50,Beauty
996,Ryan,Miller,ryanmillergmail.com,-4452,13:21.9,Medium_Value,Social,26-35,Low,184.76,0.58,TRUE,FALSE,FALSE,14:48.2,39,Books
997,Gary,Bryant,gary253@hotmail.com,-5984,28:30.1,New_Customer,SMS,36-45,High,139.16,0.61,TRUE,TRUE,FALSE,18:25.6,44,Books
998,Steve,Hurley,stevehurley@hotmail.com,-7329,37:13.5,New_Customer,Social,46-55,High,95.31,0.64,FALSE,FALSE,FALSE,18:23.3,34,Clothing
999,Elizabeth,Warren,elizabethwarren@hotmail.com,-4046,05:12.6,High_Value,SMS,36-45,Low,438.96,0.33,TRUE,TRUE,FALSE,17:03.8,43,Books
1000,Melissa,Marks,melissa46@outlook.com,-8558,59:29.3,High_Value,SMS,26-35,High,214.28,0.22,TRUE,FALSE,TRUE,18:05.3,24,Beauty
1001,Alexandria,Farrell,alexandria353@hotmail.com,-3679,56:23.6,New_Customer,SMS,18-25,Premium,143.99,0.59,FALSE,FALSE,TRUE,17:26.4,9,Clothing
1002,Angela,Villanueva,angelavillanueva@yahoo.com,-7217,28:36.4,Low_Value,Social,18-25,,90.87,0.72,TRUE,TRUE,TRUE,12:58.0,0,Books
1003,Kelly,Ford,kellyford@outlook.com,-9908,47:22.1,New_Customer,Social,26-35,Medium,90.15,0.65,TRUE,TRUE,TRUE,,15,Beauty
1004,Mary,Roberts,maryroberts@yahoo.com,-2683,01:45.8,Medium_Value,Direct,26-35,Medium,116.94,0.65,TRUE,FALSE,TRUE,13:16.2,26,Clothing
1005,Ronnie,Little,ronnie.little@gmail.com,-10226,15:19.3,High_Value,Social,26-35,Medium,489.04,0.24,FALSE,TRUE,FALSE,12:47.0,3,Beauty
1006,Parker,Hawkins,parker.hawkins@hotmail.com,-4713,18:49.5,Medium_Value,Email,26-35,Low,112.83,0.44,FALSE,TRUE,TRUE,13:06.8,34,Clothing
1007,Hunter,Benton,hunter.benton@yahoo.com,-6244,35:40.5,Medium_Value,SMS,46-55,Low,117.45,0.7,FALSE,FALSE,FALSE,16:44.5,27,Electronics
1008,Brent,White,brent125@hotmail.com,-11150,33:56.7,High_Value,Social,,Low,252.38,0.27,TRUE,TRUE,FALSE,17:00.7,36,Beauty
1009,Jesse,Richard,jesserichard@hotmail.com,-7888,23:03.5,Low_Value,Push,55+,Medium,27.73,0.72,FALSE,TRUE,FALSE,14:55.7,8,Home
1010,Richard,Sampson,richardsampson@yahoo.com,-10413,34:51.9,Low_Value,Social,36-45,High,83.19,0.76,FALSE,TRUE,FALSE,16:27.0,42,Electronics
1011,Brenda,Young,brendayoung@outlook.com,-3919,12:43.4,Medium_Value,Direct,26-35,Premium,171.4,0.67,TRUE,TRUE,FALSE,,50,Sports
1012,Brandon,Li,brandon.li@hotmail.com,-3362,23:19.9,High_Value,Social,36-45,Premium,306.7,0.34,FALSE,FALSE,FALSE,18:21.3,6,Sports
1013,Jessica,Lawrence,jessica.lawrence@hotmail.com,-5950,57:09.6,High_Value,Email,26-35,Premium,235.22,0.38,FALSE,FALSE,FALSE,15:51.3,3,Sports
1014,Clayton,Dennis,clayton.dennis@yahoo.com,-5907,31:08.8,New_Customer,Direct,18-25,Low,63.69,0.69,FALSE,TRUE,TRUE,15:02.6,50,Books
1015,Chelsey,Davis,chelsey651@yahoo.com,-7927,44:57.0,New_Customer,SMS,46-55,Medium,135.01,0.63,TRUE,TRUE,FALSE,13:51.7,27,Sports
1016,Rachel,Marks,rachel874@hotmail.com,-8734,51:09.5,High_Value,Social,26-35,High,228.19,0.27,FALSE,TRUE,TRUE,13:55.6,1,Books
1017,Kimberly,Clark,kimberlyclark@gmail.com,-8536,13:06.8,High_Value,Push,55+,Medium,344.54,0.23,TRUE,FALSE,FALSE,,4,Books
1018,Kelsey,Sanchez,kelsey.sanchez@gmail.com,-8885,37:16.6,Medium_Value,Direct,36-45,Premium,129.78,0.51,TRUE,TRUE,FALSE,17:18.9,45,Beauty
1019,John,Tucker,john.tucker@hotmail.com,-3221,50:26.1,High_Value,Email,26-35,Premium,391.87,0.35,TRUE,TRUE,TRUE,,10,Electronics
1020,Madison,Brewer,madison.brewer@hotmail.com,-7408,40:29.0,Low_Value,SMS,18-25,Medium,58.07,0.71,TRUE,FALSE,TRUE,18:32.2,36,Home
1021,Kyle,Horne,kylehorne@outlook.com,-8216,19:47.7,New_Customer,SMS,36-45,Premium,107.97,0.76,TRUE,FALSE,TRUE,18:21.7,9,Electronics
1022,Jason,Cook,jason253@yahoo.com,-9545,08:13.4,Medium_Value,SMS,55+,Medium,106.71,0.44,FALSE,FALSE,TRUE,,42,Beauty
1023,Matthew,Blake,matthew129@gmail.com,-2663,49:46.4,New_Customer,Push,18-25,Medium,84.51,0.79,TRUE,TRUE,FALSE,18:37.0,39,Home
1024,Sheryl,Brooks,sheryl351@outlook.com,-8196,00:04.3,New_Customer,Push,36-45,Medium,111.72,0.75,TRUE,TRUE,FALSE,16:32.5,45,Sports
1025,Jonathan,Fernandez,jonathan.fernandez@outlook.com,-5563,36:12.7,Medium_Value,Push,18-25,Low,96.28,0.49,FALSE,TRUE,FALSE,17:28.8,39,Clothing
1026,Emma,Spencer,emma479@outlook.com,-4610,52:32.5,High_Value,Email,55+,Medium,439.24,0.36,FALSE,TRUE,TRUE,15:46.1,36,Home
1027,Amanda,Wood,amanda.wood@hotmail.com,-8516,02:00.9,Low_Value,Social,36-45,High,61.9,0.73,TRUE,FALSE,FALSE,15:09.9,41,Beauty
1028,Catherine,Jones,catherine913@hotmail.com,-8659,01:56.4,Medium_Value,Email,46-55,Premium,95.74,0.55,FALSE,FALSE,TRUE,15:37.1,16,Sports
1029,Mary,Chan,marychan@gmail.com,-6193,47:37.1,Medium_Value,Direct,36-45,Premium,81.37,0.48,FALSE,FALSE,FALSE,,40,Sports
1030,Timothy,Carr,timothy.carr@gmail.com,-2130,36:32.8,New_Customer,Direct,36-45,High,45.26,0.7,FALSE,FALSE,FALSE,14:01.2,43,Books
1031,Stacey,Francis,staceyfrancis@yahoo.com,-3445,20:51.5,Medium_Value,Direct,26-35,Premium,98.81,0.41,TRUE,TRUE,TRUE,16:39.4,47,Beauty
1032,Debra,Long,debra819@yahoo.com,-2427,33:53.2,High_Value,Social,55+,Low,369.84,0.26,TRUE,FALSE,TRUE,16:22.4,41,Books
1033,Lauren,Sampson,lauren.sampson@hotmail.com,-4078,04:42.5,Medium_Value,SMS,18-25,,103.65,0.49,FALSE,TRUE,TRUE,,2,Books
1034,Seth,Jones,seth998@yahoo.com,-6111,26:08.3,Medium_Value,Email,18-25,Medium,121.57,0.45,FALSE,FALSE,FALSE,,34,Clothing
1035,Guy,Baker,guy963@yahoo.com,-9173,06:21.3,Medium_Value,Push,36-45,Premium,174.44,0.54,TRUE,TRUE,TRUE,18:35.8,8,Home
1036,Linda,Davis,lindadavis@outlook.com,-10274,41:18.6,High_Value,Email,18-25,Low,459.26,0.35,FALSE,TRUE,TRUE,14:26.6,39,Electronics
1037,David,Morgan,david.morgan@yahoo.com,-9504,13:06.8,Low_Value,Social,26-35,High,76.26,0.68,TRUE,FALSE,TRUE,,15,Electronics
1038,Desiree,Dawson,desiree.dawson@hotmail.com,-7018,30:38.4,Low_Value,SMS,26-35,High,41.95,0.61,FALSE,FALSE,TRUE,15:22.3,21,Sports
1039,Dana,Carrillo,dana539@gmail.com,-10380,37:43.8,High_Value,SMS,55+,Low,285.14,0.29,TRUE,TRUE,FALSE,18:17.3,26,Beauty
1040,Jordan,Bean,jordan871@yahoo.com,-6760,05:27.6,Medium_Value,Social,36-45,Low,198.32,0.41,TRUE,TRUE,TRUE,16:26.1,3,Beauty
1041,Lauren,Johnson,laurenjohnson@outlook.com,-6917,30:34.9,New_Customer,Direct,55+,High,30.88,0.68,TRUE,FALSE,FALSE,16:14.4,7,Clothing
1042,Victor,Bullock,victor251@gmail.com,-8329,55:00.4,Medium_Value,Push,26-35,High,165.13,0.64,TRUE,FALSE,FALSE,14:18.6,38,Books
1043,Gail,Davis,gail.davis@outlook.com,-5882,24:26.4,Low_Value,Direct,55+,Low,75.7,0.65,FALSE,TRUE,TRUE,,18,Electronics
1044,Steven,Leon,steven166@gmail.com,-9760,06:48.7,High_Value,Email,26-35,Medium,174.29,0.29,FALSE,FALSE,TRUE,16:24.0,18,Clothing
1045,David,Savage,davidsavage@outlook.com,-7143,48:04.4,New_Customer,Email,26-35,Low,127.64,0.57,FALSE,FALSE,FALSE,,43,Sports
1046,Steven,Nguyen,stevennguyen@gmail.com,-9692,12:27.2,Medium_Value,Email,18-25,Medium,167.03,0.66,FALSE,TRUE,TRUE,15:44.1,23,Sports
1047,Jillian,Guzman,jillian.guzman@gmail.com,-6978,29:03.6,Low_Value,SMS,36-45,High,77.58,0.78,TRUE,TRUE,FALSE,,1,Sports
1048,Jodi,Smith,jodi.smith@gmail.com,-10708,39:52.7,New_Customer,SMS,36-45,,116.12,0.73,TRUE,TRUE,FALSE,14:50.4,42,Sports
1049,Kimberly,Hernandez,kimberly.hernandez@yahoo.com,-6095,58:17.8,Low_Value,Direct,26-35,Medium,54.66,0.71,TRUE,FALSE,TRUE,16:38.0,29,Books
1050,Brian,Robertson,brianrobertson@outlook.com,-10932,19:32.9,High_Value,SMS,55+,Medium,359.32,0.38,FALSE,TRUE,FALSE,15:51.1,8,Books
1051,Kenneth,Johnson,kenneth623@yahoo.com,-9228,58:45.3,New_Customer,Social,,High,63.05,0.79,TRUE,TRUE,FALSE,,9,Clothing
1052,Amanda,Martinez,amandamartinez@outlook.com,-10335,57:44.4,High_Value,Email,46-55,High,195.9,0.33,FALSE,TRUE,TRUE,12:51.5,48,Books
1053,Steven,Allen,steven736@hotmail.com,-3201,56:48.2,Low_Value,SMS,36-45,Medium,94.07,0.81,TRUE,TRUE,FALSE,,29,Home
1054,Cheryl,Pena,cheryl.pena@outlook.com,-2586,32:50.4,Medium_Value,Direct,,High,125.72,0.43,TRUE,TRUE,FALSE,,16,Electronics
1055,Beverly,Gutierrez,beverly.gutierrez@hotmail.com,-8676,03:08.7,Medium_Value,Email,26-35,,199.51,0.48,TRUE,FALSE,FALSE,17:03.8,23,Sports
1056,Virginia,Allen,virginia.allen@gmail.com,-3363,14:46.0,Medium_Value,SMS,18-25,Medium,162.77,0.49,FALSE,FALSE,FALSE,,50,Sports
1057,John,Stevens,john.stevens@hotmail.com,-5958,07:39.3,New_Customer,Direct,26-35,Premium,54.45,0.76,TRUE,FALSE,FALSE,16:41.7,11,Books
1058,Jeremy,Thomas,jeremy.thomas@yahoo.com,-9435,05:50.1,High_Value,SMS,46-55,Medium,248.84,0.4,TRUE,TRUE,TRUE,16:45.7,0,Clothing
1059,David,Mitchell,david.mitchell@gmail.com,-4688,34:51.3,Low_Value,Push,26-35,Medium,25.17,0.72,TRUE,TRUE,FALSE,,50,Beauty
1060,Victoria,Ruiz,victoria.ruizoutlook.com,-3965,24:55.9,High_Value,Push,36-45,High,172.2,0.23,TRUE,FALSE,FALSE,17:36.9,35,Electronics
1061,Cathy,Yates,cathy113@outlook.com,-4885,06:53.9,New_Customer,SMS,36-45,Premium,80.91,0.55,TRUE,FALSE,TRUE,15:33.4,4,Clothing
1062,Kelsey,Mcdonald,kelsey232@outlook.com,-6165,27:09.0,Medium_Value,Email,26-35,Low,174.9,0.52,TRUE,TRUE,TRUE,15:28.4,42,Electronics
1063,Anne,Barber,anne811@gmail.com,-8272,41:41.5,New_Customer,SMS,18-25,Medium,69.1,0.69,TRUE,FALSE,FALSE,16:01.0,35,Clothing
1064,Jeremy,Martinez,jeremy.martinez@hotmail.com,-8711,27:02.4,New_Customer,SMS,46-55,,106.58,0.56,TRUE,TRUE,TRUE,15:56.1,26,Clothing
1065,Jennifer,Reeves,jenniferreeves@outlook.com,-5955,56:13.0,New_Customer,Push,55+,Low,75.5,0.77,FALSE,FALSE,TRUE,16:17.2,35,Sports
1066,Dylan,Clark,dylan.clark@outlook.com,-5463,22:34.2,High_Value,SMS,26-35,Premium,211.36,0.26,TRUE,TRUE,FALSE,13:58.8,5,Sports
1067,Ashley,Ward,ashleyward@hotmail.com,-3063,12:00.6,New_Customer,Direct,26-35,Premium,82.29,0.67,TRUE,FALSE,TRUE,18:10.7,22,Clothing
1068,Gary,Bryant,gary.bryant@gmail.com,-9394,29:48.3,High_Value,Email,18-25,,205.22,0.25,TRUE,FALSE,FALSE,17:03.0,50,Clothing
1069,Allen,Russo,allenrusso@yahoo.com,-9243,30:08.5,New_Customer,Email,26-35,High,122.54,0.79,TRUE,FALSE,TRUE,17:32.2,43,Beauty
1070,Felicia,Anderson,felicia.anderson@outlook.com,-3985,49:57.9,New_Customer,SMS,18-25,Low,102.04,0.66,FALSE,TRUE,FALSE,18:19.7,2,Books
1071,Grant,Reeves,grantreeves@outlook.com,-4603,40:38.2,Medium_Value,Direct,26-35,Medium,94.32,0.57,FALSE,TRUE,FALSE,16:02.9,1,Beauty
1072,Lisa,Shaw,lisashaw@outlook.com,-3432,58:31.6,Low_Value,Direct,46-55,Premium,34.27,0.84,TRUE,FALSE,FALSE,13:42.1,29,Sports
1073,Anthony,Flores,anthony925@gmail.com,-3242,40:02.4,High_Value,Email,26-35,Low,338.1,0.26,TRUE,TRUE,TRUE,14:35.2,6,Clothing
1074,Joshua,Miller,joshua.miller@yahoo.com,-7597,11:14.6,New_Customer,Push,36-45,High,48.52,0.66,FALSE,TRUE,FALSE,16:43.5,9,Books
1075,Jasmine,Casey,jasmine.casey@hotmail.com,-9483,36:29.8,Medium_Value,Direct,36-45,High,138.05,0.42,TRUE,TRUE,FALSE,17:59.1,9,Books
1076,Janet,Walton,janet82@yahoo.com,-7997,53:29.2,High_Value,Email,18-25,Low,429.78,0.31,FALSE,FALSE,TRUE,18:31.6,39,Beauty
1077,Sarah,Hale,sarah146@yahoo.com,-5153,45:57.1,High_Value,Direct,36-45,Medium,215.14,0.39,FALSE,TRUE,TRUE,16:10.5,27,Books
1078,Michael,Duncan,michael.duncan@gmail.com,-10180,07:08.3,High_Value,Direct,36-45,Premium,422.19,0.33,FALSE,TRUE,FALSE,15:29.3,25,Clothing
1079,Mary,Curry,mary272@yahoo.com,-9188,34:41.6,Low_Value,Social,26-35,,80.67,0.87,TRUE,TRUE,TRUE,16:44.7,43,Sports
1080,Eric,Carter,eric.carter@gmail.com,-9183,22:05.7,Medium_Value,SMS,18-25,High,104.94,0.62,TRUE,TRUE,FALSE,17:08.7,24,Clothing
1081,Nicole,Alexander,nicole.alexander@gmail.com,-4188,01:38.3,Low_Value,Direct,26-35,Low,72.69,0.74,FALSE,TRUE,TRUE,18:29.8,25,Electronics
1082,Kayla,Bray,kayla34@hotmail.com,-5640,27:43.0,Medium_Value,SMS,36-45,High,80.25,0.54,FALSE,TRUE,TRUE,13:57.9,37,Home
1083,David,Johnson,david672@outlook.com,-6322,21:16.3,Low_Value,Push,36-45,Low,42.16,0.84,FALSE,FALSE,TRUE,13:31.0,3,Books
1084,Dorothy,Long,dorothylong@yahoo.com,-4520,05:26.8,Medium_Value,Email,46-55,Premium,153.76,0.65,TRUE,FALSE,TRUE,17:12.0,18,Sports
1085,Dean,Robles,deanrobles@yahoo.com,-10491,11:10.9,Medium_Value,SMS,26-35,Premium,156.1,0.44,TRUE,TRUE,TRUE,,31,Sports
